,Internal ID,ID,Name,Duplicate,Category,Company Name,Is Individual,Sales Rep,Status,Territory,Lead Source,Partner,Start Date,End Date,Reminder Days,Date Created,Last Modified,Primary Contact,Phone,Email,Fax,Alt. Contact,Office Phone,Comments,Billing Address 1,Billing Address 2,Billing City,Billing State/Province,Billing Zip,Billing Country,Shipping Address,Billing Address,Account,Login Access,Terms,Price Level,Taxable,Tax Item,Resale Number,Balance,Unbilled Orders,Credit Limit,Overdue Balance,Days Overdue,On Credit Hold,Override Credit Hold Off,First Name,Last Name,Date of First Sale,Prospect Date,Reminder Days,County,Shipping Item
198,723,181,Hyman Physical Therapy & Sports Med,,Clinic,Hyman Physical Therapy & Sports Med,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,9/23/10 14:09,8/17/11 14:18,,770-363-8770,,,,,,3903 South Cobb Dr.,Suite 220,Smyrna,GA,30080,United States,Hyman Physical Therapy & Sports Med 3903 South Cobb Dr. Suite 220 Smyrna GA 30080,Hyman Physical Therapy & Sports Med 3903 South Cobb Dr. Suite 220 Smyrna GA 30080,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,9/23/10, 
199,725,182,Resurgens,,Clinic,Resurgens,No,"Patella, William J",CUSTOMER-Closed Won,,,,9/24/10,,,9/24/10 10:19,12/12/11 14:00,,678-594-4250,,,,,,61 Whitcher St. Suite 1150,,Marietta,GA,30060,United States,Cara Carpenter Resurgens 61 Whitcher St. Suite 1150 Marietta GA 30060,Cara Carpenter Resurgens 61 Whitcher St. Suite 1150 Marietta GA 30060,,No,Net 30,Corporate 3 Price,Yes,,,0,0,,0,,No,No,,,3/23/11,9/24/10 10:19
200,732,185,Pinnacle Physical Medicine & Rehab,,Clinic,Pinnacle Physical Medicine & Rehab,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,8/18/11,,,9/29/10 12:28,9/28/11 15:38,,423-855-5053,,,,,,2605 Jenkins Rd.,Suite 2,Chattanooga,TN,37421,United States,Pinnacle Physical Medicine & Rehab 2605 Jenkins Rd. Suite 2 Chattanooga TN 37421,Pinnacle Physical Medicine & Rehab 2605 Jenkins Rd. Suite 2 Chattanooga TN 37421,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,9/29/10, 
201,738,190,Rehab Etc.,,Clinic,Rehab Etc.,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,10/1/10,,,9/30/10 15:58,10/12/11 11:58,,901-266-3838,,901-266-3820,,,,1789 Kirby Pkwy #3,,Germantown,TN,38138,United States,Katie Rehab Etc. 8070 Hwy 64 Ste 104 Bartlett TN 38133,Rehab Etc. 1789 Kirby Pkwy #3 Germantown TN 38138,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,994.97,46.84,,0,0,No,No,,,10/6/10, 
202,747,195,Tennessee Orthopedic Clinic,,Clinic,Tennessee Orthopedic Clinic,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,10/5/10 11:17,2/13/12 19:57,,,,,,,,576 Dt. Loudon Med Ctr.,,Lenoir City,TN,37772,United States,Brett Tennessee Orthopedic Clinic 576 Dt. Loudon Med Ctr. Lenoir City TN 37772,Brett Tennessee Orthopedic Clinic 576 Dt. Loudon Med Ctr. Lenoir City TN 37772,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,, 
203,752,200,Carolina Orthopedic and Sports Medicine,,Clinic,Carolina Orthopedic and Sports Medicine,No,"Hughes, Allen",CUSTOMER-Closed Won,,,,10/6/10,,,10/6/10 9:22,7/11/11 14:13,,252-633-6099,,252-633-4047,,,,,,,,,,,,,No,Net 30,Corporate 3 Price,Yes,,,0,0,,0,,No,No,,,, 
204,759,207,Atlanta Falcons Physical Therapy,,Clinic,Atlanta Falcons Physical Therapy,No,"Patella, William J",CUSTOMER-Closed Won,,,,7/14/11,,,10/8/10 17:01,8/16/11 13:31,,770-736-3330,,770-736-2755,,,,2121 Fountain Dr,Ste E,Snellville,GA,30078,United States,Mike Polacik Atlanta Falcons Physical Therapy 2121 Fountain Dr Ste E Snellville GA 30078,Mike Polacik Atlanta Falcons Physical Therapy 2121 Fountain Dr Ste E Snellville GA 30078,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,10/11/10, ,,,
205,765,213,Premier Therapy,,Clinic,Premier Therapy,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,10/12/10,,,10/12/10 10:46,2/13/12 19:59,,,,,,,,2400 13Th St.,,Ashland,KY,41102,United States,Devon Williams Premier Therapy 2400 13Th St. Ashland KY 41102,Devon Williams Premier Therapy 2400 13Th St. Ashland KY 41102,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,, ,,,
206,767,215,Integrated Manual Therapy,,Clinic,Integrated Manual Therapy,No,"Hughes, Bo A",CUSTOMER-Closed Won,,,,10/12/10,,,10/12/10 13:32,2/13/12 20:00,,360-588-1933,,,,,,,,,,,United States,Wayne Integrated manual Therapy,Wayne Integrated manual Therapy,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,, ,,,
207,772,220,Cornerstone,,Clinic,Cornerstone,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,10/14/10 13:28,8/16/11 14:18,,317-745-7700,,,,,,5250 East US 36 Suite 140,,Avon,IN,46123,United States,Kristin Cornerstone 5250 East US 36 Suite 140 Avon IN 46123,Kristin Cornerstone 5250 East US 36 Suite 140 Avon IN 46123,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,10/28/10, ,,,
208,773,221,Physical Medicine & Rehabilitation,,Clinic,Physical Medicine & Rehabilitation,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,10/14/10 13:32,2/13/12 20:00,,,,,,,,11560 Champman Highway,Suite 1,Seymour,TN,37865,United States,Donald A. Lakatosh M.D. Physical Medicine & Rehabilitation 11560 Champman Highway Suite 1 Seymour TN 37865,Donald A. Lakatosh M.D. Physical Medicine & Rehabilitation 11560 Champman Highway Suite 1 Seymour TN 37865,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,11/1/10, ,,,
209,776,224,D1 Sports Therapy,,Clinic,D1 Sports Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,10/25/10,,,10/15/10 12:13,10/26/11 14:00,,423-499-9418,,423-499-9318,,,,7430 Commons Blvd,,Chattanooga,TN,37421,United States,Pablo Alvarez D1 Sports Therapy 7430 Commons Blvd Chattanooga TN 37421,Pablo Alvarez D1 Sports Therapy 7430 Commons Blvd Chattanooga TN 37421,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,-119.39,0,,0,,No,No,,,10/18/10, ,,,
210,783,228,North Atlanta Plastic Surgery,,Clinic,North Atlanta Plastic Surgery,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,10/19/10 17:11,8/23/11 13:57,,770-772-0695,,,,,,1295 Hembree Rd Bld B Ste 100,,Roswell,GA,30076,United States,Jeanne North Atlanta Plastic Surgery 1295 Hembree Rd Bld B Ste 100 Roswell GA 30076,Jeanne North Atlanta Plastic Surgery 1295 Hembree Rd Bld B Ste 100 Roswell GA 30076,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,10/19/10, ,,,
211,786,231,Physical Therapy Works,,Clinic,Physical Therapy Works,No,,CUSTOMER-Closed Won,,,,,,,10/22/10 16:56,7/11/11 14:14,,541-383-8179,,541-382-2879,,,,330 NE Marshall Ave,,Bend,OR,97701,United States,Mo Physical Therapy Works 330 NE Marshall Ave Bend OR 97701,Mo Physical Therapy Works 330 NE Marshall Ave Bend OR 97701,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,11/2/10, ,,,
212,790,235,ProActive Therapy,,Clinic,ProActive Therapy,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,10/25/10 13:58,2/13/12 20:02,,502-223-7403,,,,,,1004 Leawood Dr.,,Frankfort,KY,40601,United States,ProActive Therapy 1004 Leawood Dr. Frankfort KY 40601,ProActive Therapy 1004 Leawood Dr. Frankfort KY 40601,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,10/27/10, ,,,
213,797,239,"Broken Arrow Medical Facility, LLC",,Clinic,"Broken Arrow Medical Facility, LLC",No,,CUSTOMER-Closed Won,,,,10/27/10,,,10/26/10 16:19,7/11/11 14:14,,918-744-3035,sherry.lyall@sjmc.org,,,,,1000 W. Boise Circle,,Broken Arrow,OK,74012,United States,"Broken Arrow Medical Facility, LLC 1000 W. Boise Circle Broken Arrow OK 74012","Broken Arrow Medical Facility, LLC 1000 W. Boise Circle Broken Arrow OK 74012",,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,11/3/10,10/26/10 16:19,,,
214,808,248,PHYSIOTHERAPY ASSOCIATES,,Clinic,PHYSIOTHERAPY ASSOCIATES,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,10/29/10 11:03,7/11/11 14:13,,770-565-4044,,770-565-5653,,,,2155 POST OAK TRITT RD,,Marietta,GA,30062,United States,PHYSIOTHERAPY ASSOCIATES 2155 POST OAK TRITT RD Marietta GA 30062,PHYSIOTHERAPY ASSOCIATES 2155 POST OAK TRITT RD Marietta GA 30062,,No,Net 30,Corporate 3 Price,Yes,,,0,0,,0,,No,No,,,10/29/10, ,,,
215,810,250,EAST COBB PHYSICAL THERAPY,,Clinic,EAST COBB PHYSICAL THERAPY,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,10/29/10 12:28,8/16/11 14:32,,678-738-7601,,678-738-7605,,,,1230 JOHNSON FERRY PLACE,STE H-20,Marietta,GA,30068,United States,JIMMY BIGA EAST COBB PHYSICAL THERAPY 1230 JOHNSON FERRY PLACE STE H-20 Marietta GA 30068,JIMMY BIGA EAST COBB PHYSICAL THERAPY 1230 JOHNSON FERRY PLACE STE H-20 Marietta GA 30068,,No,Net 30,Tru-Blu Price,Yes,,,0,0,,0,,No,No,,,10/29/10, ,,,
216,812,252,Ortholink- Stonecrest,,Clinic,Ortholink- Stonecrest,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,11/5/10,,,10/29/10 17:16,7/11/11 14:13,,,,,,,,300 Stonecrest Blvd,Suite 320,Smyrna,TN,37167,United States,NATHAN HOOD Tennessee Orthopaedic Alliance 300 Stonecrest Blvd Suite 320 Smyrna TN 37167,NATHAN HOOD Tennessee Orthopaedic Alliance 300 Stonecrest Blvd Suite 320 Smyrna TN 37167,,No,Net 30,Corporate 3 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,11/30/10,10/29/10 17:16,,,
217,816,254,Bodies in Balance,,Clinic,Bodies in Balance,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,11/2/10 10:53,2/13/12 20:03,,423-255-6105,,,,,,P.O. Box 829,,Chattanooga,TN,37401,United States,Bodies in Balance 415 Tucker St. OK TO LEAVE AT DOOR Chattanooga TN 37405,Lisa Fox Bodies in Balance P.O. Box 829 Chattanooga TN 37401,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,11/2/10, ,,,
218,818,256,Fitness Forum Physical Therapy,,Clinic,Fitness Forum Physical Therapy,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,11/2/10 14:34,8/16/11 14:37,,404-236-0808,,404-256-0709,,,,993F Johnson Ferry Rd  Ste 330,,Atlanta,GA,30342,United States,River City Physical Therapy 2616 Warm Springs Rd Suite b Columbus GA 31904,Trenyce Rodgers Fitness Forum Physical Therapy 993F Johnson Ferry Rd  Ste 330 Atlanta GA 30342,,No,Net 30,Tru-Blu Price,Yes,,,337.16,0,,337.16,162,Yes,No,,,11/2/10, ,,,UPS Ground
219,822,260,Legacy Healthcare,,Clinic,Legacy Healthcare,No,,CUSTOMER-Closed Won,,,,2/4/11,,,11/4/10 15:29,10/18/11 14:59,,919-424-5080,,919-424-5085,,,,3001 Spring Forest Rd,,Raleigh,NC,27616,United States,Legacy Therapy Dept. c/o Texoma Legacy Healthcare 1300 Memorial Drive Denison TX 75020,Legacy Healthcare 3001 Spring Forest Rd Raleigh NC 27616,,No,Net 30,Corporate 2 Price,Yes,IL_IL,,0,0,,0,,No,No,,,11/17/10, ,,,
220,823,261,Buffalo Run Physical Therapy,,Clinic,Buffalo Run Physical Therapy,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,2/23/11,,,11/4/10 16:21,7/11/11 16:08,,859-223-0101,,859-277-0760,,,,3191 Beaumont Centre Cir Ste 130,,Lexington,KY,40513,United States,Buffalo Run Physical Therapy 3191 Beaumont Centre Cir Ste 130 Lexington KY 40513,Buffalo Run Physical Therapy 3191 Beaumont Centre Cir Ste 130 Lexington KY 40513,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,11/5/10, ,,,
221,827,265,SOS Atlanta,,Clinic,SOS Atlanta,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,11/8/10 11:08,2/13/12 20:05,,,,,,,,105 Collier Rd,Suite 2000,Atlanta,GA,30309,United States,"Bryan Russell, DPT, CSCS SOS Atlanta 105 Collier Rd Suite 2000 Atlanta GA 30309","Bryan Russell, DPT, CSCS SOS Atlanta 105 Collier Rd Suite 2000 Atlanta GA 30309",,No,Net 30,Tru-Blu Price,Yes,,,85.71,0,,85.71,53,Yes,No,,,11/8/10, ,,,
222,833,271,The Portland Clinic,,Clinic,The Portland Clinic,No,"Hughes, Allen",CUSTOMER-Closed Won,,,,,,,11/10/10 9:00,2/13/12 20:07,,503-221-0161,,503-274-1697,,,,800 SW 13th Ave.,Downtown 1,Portland,OR,97205,United States,Randy Wilkes The Portland Clinic 800 SW 13th Ave. Downtown 1 Portland OR 97205,Randy Wilkes The Portland Clinic 800 SW 13th Ave. Downtown 1 Portland OR 97205,,No,,Corporate 3 Price,Yes,,,0,0,,0,,No,No,,,11/10/10, ,,,
223,837,275,Decatur Physical therapy and Sports Medicine,,Clinic,Decatur Physical therapy and Sports Medicine,No,"Patella, William J",CUSTOMER-Closed Won,,,,3/22/12,,,11/10/10 12:44,2/13/12 20:08,,404-297-9315,,404-297-2741,,,,487 Winn Way,Ste 201,Decatur,GA,30030,United States,Andy Anderson Decatur Physical therapy and Sports Medicine 487 Winn Way  Ste 201 Decatur GA 30030,Andy Anderson Decatur Physical therapy and Sports Medicine 487 Winn Way  Ste 201 Decatur GA 30030,,No,Net 30,Tru-Blu Price,Yes,,,133.16,0,,0,0,No,No,,,11/10/10, ,,,
224,843,281,Resurgens Orthopaedics-Atlanta,,Clinic,Resurgens Orthopaedics-Atlanta,No,"Patella, William J",CUSTOMER-Closed Won,,,,11/19/10,,,11/16/10 9:45,2/13/12 20:54,,678-309-8156,,678-933-0367,,,,5671 Peachtree Dunwoody Rd,Ste 700,Atlanta,GA,30342,United States,Greg March Resurgens Orthopaedics-Atlanta 5671 Peachtree Dunwoody Rd Ste 700 Atlanta GA 30342,Greg March Resurgens Orthopaedics-Atlanta 5671 Peachtree Dunwoody Rd Ste 700 Atlanta GA 30342,,No,Net 30,Corporate 3 Price,Yes,,,0,0,,0,,No,No,,,,11/16/10 9:45,,,
225,845,282,Southern Kentucky Orthopaedic Rehab,,Clinic,Southern Kentucky Orthopaedic Rehab,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,,,,11/16/10 11:12,2/13/12 20:54,,270-651-7148,,,,,,106 Columns Plaza Drive,,Glasgow,KY,42141,United States,Mark Quigley Southern Kentucky Orthopaedic Rehab 106 Columns Plaza Drive Glasgow KY 42141,Mark Quigley Southern Kentucky Orthopaedic Rehab 106 Columns Plaza Drive Glasgow KY 42141,,No,Net 30,Corporate 2 Price,Yes,,,0,0,,0,,No,No,,,11/16/10, ,,,
226,849,285,Canton Institute for Physical Therapy,,Clinic,Canton Institute for Physical Therapy,No,"Patella, William J",CUSTOMER-Closed Won,,,,11/17/10,,,11/17/10 14:56,11/9/11 11:36,,770-345-3057,,770-345-3154,,,,553 Riverstone Pky.,Suite 100,Canton,GA,30114,United States,Judy Rossi Canton Institute for Physical Therapy 553 Riverstone Pky. Suite 100 Canton GA 30114,Judy Rossi Canton Institute for Physical Therapy 553 Riverstone Pky. Suite 100 Canton GA 30114,,No,Net 30,Corporate 2 Price,Yes,,,409.79,0,,0,0,No,No,,,11/24/10,11/17/10 14:56,,,
227,851,287,Barrack Spine & Joint Medicine,,Clinic,Barrack Spine & Joint Medicine,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,11/18/10 11:27,8/16/11 13:39,,678-738-7601,,678-738-7605,,678-738-7601,,1230 Johnson Ferry Place Ste H20,,Marietta,GA,30068,United States,Barrack Spine & Joint Medicine 1230 Johnson Ferry Place Ste H20 Marietta GA 30068,Barrack Spine & Joint Medicine 1230 Johnson Ferry Place Ste H20 Marietta GA 30068,,No,Net 30,Tru-Blu Price,Yes,,,0,245.47,,0,,No,No,,,11/19/10, ,,,
228,854,290,Tristate Physical Therapy,,Clinic,Tristate Physical Therapy,No,"Hughes, Allen",CUSTOMER-Closed Won,,,ACS,5/17/11,,,11/19/10 10:52,9/23/11 16:47,,412-722-1180,,,,,,5900 Corporate Dr Ste 200,,Pittsburgh,PA,25237,United States,Greg Tristate Physical Therapy 4955 Steubenville Pike Ste 110 Pittsburgh PA 15205,Tristate Physical Therapy 5900 Corporate Dr Ste 200 Pittsburgh PA 25237,,No,Net 30,Corporate 3 Price,Yes,,,0,0,,0,,No,No,,,11/19/10, ,,,
229,860,295,Pennyrile PT & Massage,,Clinic,Pennyrile PT & Massage,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,5/23/11,,,11/23/10 11:58,2/13/12 20:55,,270-889-9996,pennyrikle.pt101@yahoo.com,270-889-9993,,,,101 Forbes Dr.,,Hopkinsville,KY,42240,United States,Pennyrile PT & Massage 408 Cromwell Place Hopkinsville KY 42240,Pennyrile PT & Massage 101 Forbes Dr. Hopkinsville KY 42240,,No,Net 30,Corporate 2 Price,Yes,,,0,-32.29,,0,,No,No,,,12/3/10, ,,,
230,868,301,Bradley PT,,Clinic,Bradley PT,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,,,,11/24/10 14:18,2/13/12 20:56,,423-479-7800,,,,,,3525 Keith St.,,Cleveland,TN,37312,United States,Jerry Bradley PT 3525 Keith St. Cleveland TN 37312,Jerry Bradley PT 3525 Keith St. Cleveland TN 37312,,No,Net 30,Tru-Blu Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,11/24/10, ,,,
231,869,302,Physical Therapy Centers of GA,,Clinic,Physical Therapy Centers of GA,No,"Patella, William J",CUSTOMER-Closed Won,,,,12/3/10,,,11/24/10 15:19,1/24/12 14:46,,678-561-9000,,,,,,1975 Highway 54 West,Suite 205,Fayetteville,GA,30214,United States,,Betsy Sommerlatte Physical Therapy Centers of GA 1975 Highway 54 West Suite 205 Fayetteville GA 30214,,No,Net 30,Corporate 2 Price,Yes,,,-3497.26,105.97,,0,0,No,No,,,12/30/10,11/24/10 15:19,,,
232,875,305,Northeast Orthopedic Physical Therapy,,Clinic,Northeast Orthopedic Physical Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,9/19/11,,,11/30/10 13:46,7/11/11 14:14,,256-456-0563,,,,,,507 South 4th St,,Gadsden,AL,35901,United States,Chris Russell Northeast Orthopedic Physical Therapy 507 South 4th St Gadsden AL 35901,Chris Russell Northeast Orthopedic Physical Therapy 507 South 4th St Gadsden AL 35901,,No,Net 30,Tru-Blu Price,Yes,,,940,0,,1032.65,55,Yes,No,,,12/8/10, ,,,
233,876,306,Restore Physical Therapy & Wellness,,Clinic,Restore Physical Therapy & Wellness,No,"Patella, William J",CUSTOMER-Closed Won,,,,11/30/10,,,11/30/10 13:51,3/19/12 10:57,,678-381-1507,,cell: 678-491-4729,,,,2300 Holcomb Bridge Rd.,Suite 304,Roswell,GA,30076,United States,Shannon Henne Restore PT & Pilates 2300 Holcomb Bridge Rd. Suite 304 Roswell GA 30076,Shannon Henne Restore PT & Pilates 2300 Holcomb Bridge Rd. Suite 304 Roswell GA 30076,,No,,Tru-Blu Price,Yes,,,-21.25,-33.22,,0,,No,No,,,3/9/11,11/30/10 13:51,,,
234,882,310,North River Physical Therapy,,Clinic,North River Physical Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,,11/18/11,,,12/1/10 16:39,2/13/12 20:57,,423-875-3376,,,,,,2125 Northpoint Blvd,,Hixson,TN,37343,United States,North River Physical Therapy 222 Sequoyah Rd. #D Soddy Daisy TN 37379,Caity North River Physical Therapy 2125 Northpoint Blvd Hixson TN 37343,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,195.96,0,,0,0,No,No,,,12/1/10, ,,,Free Shipping
235,886,314,Advanta Total Health,,Clinic,Advanta Total Health,No,"Patella, William J",CUSTOMER-Closed Won,,,,,,,12/3/10 15:47,11/16/11 15:47,,770-955-2225,,770-953-6658,,,,1720 Powers Ferry Rd Ste100,,Marietta,GA,30067,United States,Dodi Smith Advanta Total Health 1720 Powers Ferry Rd Ste100 Marietta GA 30067,Dodi Smith Advanta Total Health 1720 Powers Ferry Rd Ste100 Marietta GA 30067,,No,Net 30,Tru-Blu Price,Yes,,,196.15,0,,93.49,39,Yes,No,,,12/30/10, ,,,
236,892,316,Ephraim McDowell Regional Medical Center,,Clinic,Ephraim McDowell Regional Medical Center,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,,6/3/11,,,12/6/10 16:25,7/13/11 16:21,,859-239-3500,,859-239-6735,,,,217 South 3rd St,,Danville,KY,40422,United States,Ephraim McDowell Regional Medical Center 217 South 3rd St Danville KY 40422,Accounts Payable Ephraim McDowell Regional Medical Center 217 South 3rd St Danville KY 40422,,No,Net 30,Tru-Blu Price,No,,,0,0,,0,,No,No,,,12/6/10, 
237,896,318,"Associated Therapeutics, Inc.",,Clinic,"Associated Therapeutics, Inc.",No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,12/9/10,,,12/7/10 14:59,2/13/12 20:57,,865-687-4537,,865-687-5367,,,,2704 Mineral Springs Ave.,,Knoxville,TN,37917,United States,"Mike Associated Therapeutics, Inc. 2704 Mineral Springs Ave. Knoxville TN 37917","Mike Associated Therapeutics, Inc. 2704 Mineral Springs Ave. Knoxville TN 37917",PTPN,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,,12/7/10 14:59
238,897,319,Apex Physical Therapy,,Clinic,Apex Physical Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,12/9/10,,,12/7/10 15:04,2/13/12 20:58,,423-585-5023,,423-587-4553,,,,280 North Fairmont Ave.,,Morristown,TN,37814,United States,Jason Wilder Apex Physical Therapy 280 North Fairmont Ave. Morristown TN 37814,Jason Wilder Apex Physical Therapy 280 North Fairmont Ave. Morristown TN 37814,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,,12/7/10 15:04
239,898,320,Blue Ridge Physical Therapy,,Clinic,Blue Ridge Physical Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,12/28/11,,,12/7/10 15:12,2/13/12 20:58,,423-262-0020,,423-262-0057,,,,3915 Bristol Hwy.,Suite 301,Johnson City,TN,37601,United States,Kim/Kevin Blue Ridge Physical Therapy 3915 Bristol Hwy.  Suite 301 Johnson City TN 37601,Kim/Kevin Blue Ridge Physical Therapy 3915 Bristol Hwy.  Suite 301 Johnson City TN 37601,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,,12/7/10 15:12
240,901,322,Cantrell Physical Therapy,,Clinic,Cantrell Physical Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,,,,12/8/10 10:14,2/13/12 20:58,,615-885-7848,,615-885-8292,,,,275 Jackson Meadows Drive,Suite 101,Hermitage,TN,37076,United States,Nick Cantrell Cantrell Physical Therapy 275 Jackson Meadows Drive Suite 101 Hermitage TN 37076,Nick Cantrell Cantrell Physical Therapy 275 Jackson Meadows Drive Suite 101 Hermitage TN 37076,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,, 
241,902,323,Champion Physical Therapy,,Clinic,Champion Physical Therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,12/10/10,,,12/8/10 10:18,2/13/12 20:59,,865-377-3175,,865-377-3187,,,,7228 Norris Freeway,,Knoxville,TN,37918,United States,Tim Butcher Champion Physical Therapy 7228 Norris Freeway Knoxville TN 37918,Tim Butcher Champion Physical Therapy 7228 Norris Freeway Knoxville TN 37918,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,, 
242,903,324,Dyanmix Physical therapy,,Clinic,Dyanmix Physical therapy,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,,,,12/8/10 10:22,2/13/12 20:59,,731-613-2214,,731-613-2215,,,,6084 S. First St.,,Milan,TN,38358,United States,Russ Huffstetler Dyanmix Physical therapy 6084 S. First St. Milan TN 38358,Russ Huffstetler Dyanmix Physical therapy 6084 S. First St. Milan TN 38358,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,, 
243,904,325,Clinton Physical Therapy Center,,Clinic,Clinton Physical Therapy Center,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,3/22/11,,,12/8/10 10:26,2/13/12 20:59,,865-457-1649,,856-463-7825,,,,1921 N. Charles Seivers Blvd.,P.O. Box 916,Clinton,TN,37717,United States,Kelly Lenz Clinton Physical Therapy Center 1921 N. Charles Seivers Blvd. P.O. Box 916 Clinton TN 37717,Kelly Lenz Clinton Physical Therapy Center 1921 N. Charles Seivers Blvd. P.O. Box 916 Clinton TN 37717,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,, 
244,905,326,Excel Physical Therapy,,Clinic,Excel Physical Therapy,No,"Grimsley, Scott",CUSTOMER-Closed Won,,,PTPN of TN/GA,9/29/11,,,12/8/10 10:40,10/3/11 17:31,,931-670-6161,,931-670-6355,,,,5194 Hwy. 100,Suite 105,Lyles,TN,37098,United States,Steve McClellan Excel Physical Therapy 5194 Hwy. 100 Suite 105 Lyles TN 37098,Steve McClellan Excel Physical Therapy 5194 Hwy. 100 Suite 105 Lyles TN 37098,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,9/30/11, 
245,906,327,High Point Rehab,,Clinic,High Point Rehab,No,"Hughes, Bo",CUSTOMER-Closed Won,,,PTPN of TN/GA,,,,12/8/10 11:03,2/13/12 21:00,,931-920-4333,,931-920-4346,,,,291-C Clear Sky Ct.,,Clarksville,TN,37043,United States,Jessica Carter High Point Rehab 291-C Clear Sky Ct. Clarksville TN 37043,Jessica Carter High Point Rehab 291-C Clear Sky Ct. Clarksville TN 37043,,No,Net 30,Corporate 2 Price,Yes,TN_HAMILTON CO,,0,0,,0,,No,No,,,, 
